,index,name,ticker,identifier,sedol,weight,sector,sharesheld,localcurrency
50,50,PROGRESSIVE CORP,PGR,743315103,2705024,0.346424,-,7205932.0,USD
51,51,QUALCOMM INC,QCOM,747525103,2714923,0.342122,-,13596837.0,USD
52,52,ADOBE INC,ADBE,00724F101,2008154,0.339612,-,5351630.0,USD
53,53,BOOKING HOLDINGS INC,BKNG,09857L108,BDRXDB4,0.339196,-,406755.0,USD
54,54,RTX CORP,RTX,75513E101,BM5M5Y3,0.337756,-,16372306.0,USD
55,55,AMGEN INC,AMGN,031162100,2023607,0.333583,-,6606830.0,USD
56,56,S+P GLOBAL INC,SPGI,78409V104,BYV2325,0.327571,-,3872460.0,USD
57,57,TJX COMPANIES INC,TJX,872540109,2989301,0.315081,-,13820118.0,USD
58,58,AMERICAN EXPRESS CO,AXP,025816109,2026082,0.312346,-,6822928.0,USD
59,59,BOSTON SCIENTIFIC CORP,BSX,101137107,2113434,0.312264,-,18114573.0,USD
60,60,ADVANCED MICRO DEVICES,AMD,007903107,2007849,0.311656,-,19921629.0,USD
61,61,CATERPILLAR INC,CAT,149123101,2180201,0.310267,-,5875531.0,USD
62,62,NEXTERA ENERGY INC,NEE,65339F101,2328915,0.305465,-,25274628.0,USD
63,63,MORGAN STANLEY,MS,617446448,2262314,0.304522,-,15212017.0,USD
64,64,TEXAS INSTRUMENTS INC,TXN,882508104,2885409,0.297873,-,11191329.0,USD
65,65,GILEAD SCIENCES INC,GILD,375558103,2369174,0.293347,-,15330161.0,USD
66,66,UNION PACIFIC CORP,UNP,907818108,2914734,0.29223,-,7428883.0,USD
67,67,SCHWAB (CHARLES) CORP,SCHW,808513105,2779397,0.291078,-,20958161.0,USD
68,68,BLACKROCK INC,BLK,09290D101,BMZBBT7,0.288002,-,1789876.0,USD
69,69,COMCAST CORP CLASS A,CMCSA,20030N101,2044545,0.287588,-,46366469.0,USD
70,70,HONEYWELL INTERNATIONAL INC,HON,438516106,2020459,0.287513,-,7991731.0,USD
71,71,PFIZER INC,PFE,717081103,2684703,0.284594,-,69650259.0,USD
72,72,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,2931034,0.280814,-,3156936.0,USD
73,73,T MOBILE US INC,TMUS,872590104,B94Q9V0,0.276166,-,5895272.0,USD
74,74,LOWE S COS INC,LOW,548661107,2536763,0.274348,-,6941665.0,USD
75,75,DANAHER CORP,DHR,235851102,2250870,0.27407,-,7867936.0,USD
76,76,BOEING CO/THE,BA,097023105,2108601,0.271793,-,9221246.0,USD
77,77,FISERV INC,FI,337738108,2342034,0.271735,-,6992027.0,USD
78,78,CITIGROUP INC,C,172967424,2297907,0.270151,-,23076443.0,USD
79,79,STRYKER CORP,SYK,863667101,2853688,0.266225,-,4216759.0,USD
80,80,AUTOMATIC DATA PROCESSING,ADP,053015103,2065308,0.265694,-,5001913.0,USD
81,81,DEERE + CO,DE,244199105,2261203,0.256763,-,3113904.0,USD
82,82,CONOCOPHILLIPS,COP,20825C104,2685717,0.255336,-,15685107.0,USD
83,83,APPLIED MATERIALS INC,AMAT,038222105,2046552,0.250599,-,9991181.0,USD
84,84,PALO ALTO NETWORKS INC,PANW,697435105,B87ZMX0,0.241552,-,8139650.0,USD
85,85,CHUBB LTD,CB,H1467J104,B3BQMF6,0.241301,-,4581323.0,USD
86,86,MARSH + MCLENNAN COS,MMC,571748102,2567741,0.240321,-,6035559.0,USD
87,87,MEDTRONIC PLC,MDT,G5960L103,BTN1Y11,0.238305,-,15760951.0,USD
88,88,EATON CORP PLC,ETN,G29183103,B8KQN82,0.235111,-,4856996.0,USD
89,89,AMERICAN TOWER CORP,AMT,03027X100,B7FBFL2,0.230256,-,5745604.0,USD
90,90,BRISTOL MYERS SQUIBB CO,BMY,110122108,2126335,0.225208,-,24925240.0,USD
91,91,SOUTHERN CO/THE,SO,842587107,2829601,0.224308,-,13464093.0,USD
92,92,ALTRIA GROUP INC,MO,02209S103,2692632,0.222162,-,20825866.0,USD
93,93,LOCKHEED MARTIN CORP,LMT,539830109,2522096,0.215831,-,2575461.0,USD
94,94,ELEVANCE HEALTH INC,ELV,036752103,BSPHGL4,0.21512,-,2852012.0,USD
95,95,CME GROUP INC,CME,12572Q105,2965839,0.213303,-,4428878.0,USD
96,96,DUKE ENERGY CORP,DUK,26441C204,B7VD3F2,0.211995,-,9539869.0,USD
97,97,STARBUCKS CORP,SBUX,855244109,2842255,0.207039,-,13964462.0,USD
98,98,PROLOGIS INC,PLD,74340W103,B44WZD7,0.206325,-,11382218.0,USD
99,99,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,BFSSDS9,0.205806,-,7062429.0,USD
