,index,name,ticker,identifier,sedol,weight,sector,sharesheld,localcurrency
100,100,THE CIGNA GROUP,CI,125523100,BHJ0775,0.205759,-,3365869.0,USD
101,101,BLACKSTONE INC,BX,09260D107,BKF2SL7,0.203839,-,8998082.0,USD
102,102,CROWDSTRIKE HOLDINGS INC   A,CRWD,22788C105,BJJP138,0.202347,-,3028152.0,USD
103,103,GE VERNOVA INC,GEV,36828A101,BP6H4Y1,0.200321,-,3387469.0,USD
104,104,WELLTOWER INC,WELL,95040Q104,BYVYHH4,0.200019,-,7489874.0,USD
105,105,ANALOG DEVICES INC,ADI,032654105,2032067,0.197513,-,6101222.0,USD
106,106,MONDELEZ INTERNATIONAL INC A,MDLZ,609207105,B8CKK03,0.19695,-,15902199.0,USD
107,107,MCKESSON CORP,MCK,58155Q103,2378534,0.194258,-,1540799.0,USD
108,108,KLA CORP,KLAC,482480100,2480138,0.188539,-,1633647.0,USD
109,109,INTEL CORP,INTC,458140100,2463247,0.188352,-,53231737.0,USD
110,110,ARTHUR J GALLAGHER + CO,AJG,363576109,2359506,0.187563,-,3126846.0,USD
111,111,WASTE MANAGEMENT INC,WM,94106L109,2937667,0.187322,-,4491547.0,USD
112,112,CVS HEALTH CORP,CVS,126650100,2577609,0.183622,-,15469383.0,USD
113,113,LAM RESEARCH CORP,LRCX,512807306,BSML4N7,0.181681,-,15780903.0,USD
114,114,O REILLY AUTOMOTIVE INC,ORLY,67103H107,B65LWX6,0.178602,-,706685.0,USD
115,115,AON PLC CLASS A,AON,G0403H108,BLP1HW5,0.17779,-,2660139.0,USD
116,116,AMPHENOL CORP CL A,APH,032095101,2145084,0.177539,-,14888696.0,USD
117,117,MICRON TECHNOLOGY INC,MU,595112103,2588184,0.174412,-,13697350.0,USD
118,118,COLGATE PALMOLIVE CO,CL,194162103,2209106,0.173358,-,9976830.0,USD
119,119,EQUINIX INC,EQIX,29444U700,BVLZX12,0.171676,-,1196539.0,USD
120,120,SHERWIN WILLIAMS CO/THE,SHW,824348106,2804211,0.171586,-,2850072.0,USD
121,121,TRANE TECHNOLOGIES PLC,TT,G8994E103,BK9ZQ96,0.166335,-,2757359.0,USD
122,122,3M CO,MMM,88579Y101,2595708,0.165018,-,6674191.0,USD
123,123,TRANSDIGM GROUP INC,TDG,893641100,B11FJK3,0.163562,-,689550.0,USD
124,124,PARKER HANNIFIN CORP,PH,701094104,2671501,0.162545,-,1581677.0,USD
125,125,WILLIAMS COS INC,WMB,969457100,2967181,0.158205,-,14988461.0,USD
126,126,ARISTA NETWORKS INC,ANET,040413205,BL9XPM3,0.158107,-,12695330.0,USD
127,127,UNITED PARCEL SERVICE CL B,UPS,911312106,2517382,0.158003,-,8996410.0,USD
128,128,CADENCE DESIGN SYS INC,CDNS,127387108,2302232,0.157941,-,3373509.0,USD
129,129,CINTAS CORP,CTAS,172908105,2197137,0.1573,-,4213654.0,USD
130,130,MOTOROLA SOLUTIONS INC,MSI,620076307,B5BKPQ4,0.156498,-,2055591.0,USD
131,131,GENERAL DYNAMICS CORP,GD,369550108,2365161,0.155468,-,3119480.0,USD
132,132,KKR + CO INC,KKR,48251W104,BG1FRR1,0.153908,-,8297136.0,USD
133,133,NIKE INC  CL B,NKE,654106103,2640147,0.150277,-,14521777.0,USD
134,134,ZOETIS INC,ZTS,98978V103,B95WG16,0.149746,-,5504937.0,USD
135,135,MOODY S CORP,MCO,615369105,2252058,0.148367,-,1903089.0,USD
136,136,CAPITAL ONE FINANCIAL CORP,COF,14040H105,2654461,0.144729,-,4688712.0,USD
137,137,SYNOPSYS INC,SNPS,871607107,2867719,0.142476,-,1900339.0,USD
138,138,CHIPOTLE MEXICAN GRILL INC,CMG,169656105,B0X7DZ3,0.142329,-,16662211.0,USD
139,139,NORTHROP GRUMMAN CORP,NOC,666807102,2648806,0.140791,-,1672786.0,USD
140,140,ILLINOIS TOOL WORKS,ITW,452308109,2457552,0.140685,-,3283486.0,USD
141,141,CONSTELLATION ENERGY,CEG,21037T109,BMH4FS1,0.140099,-,3845527.0,USD
142,142,EOG RESOURCES INC,EOG,26875P101,2318024,0.13968,-,6918648.0,USD
143,143,NEWMONT CORP,NEM,651639106,2636607,0.13852,-,14004124.0,USD
144,144,AUTOZONE INC,AZO,053332102,2065955,0.137696,-,206391.0,USD
145,145,REGENERON PHARMACEUTICALS,REGN,75886F107,2730190,0.1375,-,1294913.0,USD
146,146,PNC FINANCIAL SERVICES GROUP,PNC,693475105,2692665,0.136346,-,4867573.0,USD
147,147,US BANCORP,USB,902973304,2736035,0.135571,-,19167251.0,USD
148,148,PAYPAL HOLDINGS INC,PYPL,70450Y103,BYW36M8,0.135467,-,12161363.0,USD
149,149,FORTINET INC,FTNT,34959E109,B5B2106,0.133927,-,7825150.0,USD
